1,1,833.969,368.525,64.850,111.694,0.729,-1,-1,-1
1,2,833.992,311.163,73.995,140.021,0.591,-1,-1,-1
1,3,806.286,306.855,24.903,64.956,0.647,-1,-1,-1
1,4,218.570,329.341,155.618,76.188,0.558,-1,-1,-1
1,5,1179.482,312.575,100.054,92.552,0.543,-1,-1,-1
1,6,341.324,289.898,411.428,290.700,0.569,-1,-1,-1
2,1,836.666,366.596,71.084,113.838,0.750,-1,-1,-1
2,2,836.306,310.985,74.556,137.892,0.570,-1,-1,-1
2,4,207.135,329.408,159.629,78.989,0.578,-1,-1,-1
2,6,349.620,290.054,410.489,290.695,0.565,-1,-1,-1
2,7,816.689,304.314,19.399,66.015,0.566,-1,-1,-1
2,5,1184.373,312.907,95.251,92.720,0.552,-1,-1,-1
2,8,407.791,275.656,99.505,77.618,0.518,-1,-1,-1
3,1,845.289,363.720,58.755,114.728,0.755,-1,-1,-1
3,2,842.992,311.913,74.162,132.816,0.592,-1,-1,-1
3,4,177.922,331.078,174.272,85.536,0.589,-1,-1,-1
3,6,365.663,288.988,404.651,291.165,0.576,-1,-1,-1
3,9,825.271,307.631,25.470,64.671,0.577,-1,-1,-1
3,5,1196.421,314.990,83.198,90.282,0.518,-1,-1,-1
4,2,860.751,306.977,74.269,136.795,0.529,-1,-1,-1
4,4,126.873,331.097,198.791,96.637,0.594,-1,-1,-1
4,6,386.826,290.177,395.196,292.261,0.611,-1,-1,-1
4,1,860.432,357.526,65.247,115.685,0.689,-1,-1,-1
4,10,401.777,272.780,105.356,94.275,0.625,-1,-1,-1
5,2,886.078,306.918,69.157,136.662,0.596,-1,-1,-1
5,6,406.710,289.317,393.251,286.932,0.624,-1,-1,-1
5,4,56.930,334.258,234.113,104.814,0.614,-1,-1,-1
5,1,886.889,366.334,64.663,105.505,0.540,-1,-1,-1
5,11,863.595,303.017,24.190,65.830,0.551,-1,-1,-1
5,10,400.035,270.053,107.461,104.335,0.655,-1,-1,-1
6,6,428.534,289.442,390.755,287.543,0.627,-1,-1,-1
6,12,0.650,338.093,247.367,117.925,0.644,-1,-1,-1
6,13,872.638,304.295,41.712,64.850,0.583,-1,-1,-1
6,14,245.333,339.600,96.032,47.712,0.539,-1,-1,-1
6,1,911.976,368.752,68.981,101.956,0.616,-1,-1,-1
6,10,378.210,269.199,127.137,107.368,0.726,-1,-1,-1
7,15,937.306,369.482,86.801,103.291,0.773,-1,-1,-1
